#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CCNE1	CDKN1B	4435118	4433436	9606.ENSP00000262643	9606.ENSP00000228872	0	0	0	0	0.063	0.994	0.900	0.736	0.999
CDKN2C	CDK4	4435124	4434582	9606.ENSP00000262662	9606.ENSP00000257904	0	0	0	0	0.061	0.928	0.900	0.732	0.997
CDK4	CDKN1B	4434582	4433436	9606.ENSP00000257904	9606.ENSP00000228872	0	0	0	0	0.051	0.832	0.900	0.877	0.997
CDKN1B	CCND1	4433436	4433391	9606.ENSP00000228872	9606.ENSP00000227507	0	0	0	0	0.061	0.833	0.900	0.827	0.996
CCND2	CDKN1B	4434845	4433436	9606.ENSP00000261254	9606.ENSP00000228872	0	0	0	0	0.061	0.870	0.900	0.712	0.996
CDKN2A	CCND1	4448997	4433391	9606.ENSP00000418915	9606.ENSP00000227507	0	0	0	0	0.061	0.313	0.900	0.901	0.992
RB1	CCND1	4435747	4433391	9606.ENSP00000267163	9606.ENSP00000227507	0	0	0	0	0.062	0.522	0.900	0.858	0.992
CCND3	CDKN2C	4444072	4435124	9606.ENSP00000362082	9606.ENSP00000262662	0	0	0	0	0.083	0.807	0.900	0.559	0.991
RB1	CCND2	4435747	4434845	9606.ENSP00000267163	9606.ENSP00000261254	0	0	0	0	0.062	0.522	0.900	0.742	0.986
CDKN2A	RB1	4448997	4435747	9606.ENSP00000418915	9606.ENSP00000267163	0	0	0	0	0	0.085	0.900	0.849	0.985
CDKN2C	CCND1	4435124	4433391	9606.ENSP00000262662	9606.ENSP00000227507	0	0	0	0	0.062	0.638	0.900	0.630	0.985
CCNA2	RB1	4436109	4435747	9606.ENSP00000274026	9606.ENSP00000267163	0	0	0	0	0.108	0.451	0.900	0.698	0.983
RB1	CCNE1	4435747	4435118	9606.ENSP00000267163	9606.ENSP00000262643	0	0	0	0	0.064	0.576	0.900	0.603	0.982
CDKN1A	RB1	4447168	4435747	9606.ENSP00000384849	9606.ENSP00000267163	0	0	0	0	0.055	0.410	0.900	0.699	0.981
CDKN2A	CDKN1A	4448997	4447168	9606.ENSP00000418915	9606.ENSP00000384849	0	0	0	0	0.081	0	0.900	0.815	0.981
CCND3	RB1	4444072	4435747	9606.ENSP00000362082	9606.ENSP00000267163	0	0	0	0	0.062	0.522	0.900	0.573	0.978
CDKN2A	CCND2	4448997	4434845	9606.ENSP00000418915	9606.ENSP00000261254	0	0	0	0	0	0.320	0.900	0.669	0.975
CDKN1A	CDKN1B	4447168	4433436	9606.ENSP00000384849	9606.ENSP00000228872	0	0	0	0.739	0	0.689	0.900	0.872	0.974
CDKN2C	CDKN1B	4435124	4433436	9606.ENSP00000262662	9606.ENSP00000228872	0	0	0	0	0	0	0.900	0.757	0.974
CDKN2A	CDKN1B	4448997	4433436	9606.ENSP00000418915	9606.ENSP00000228872	0	0	0	0	0	0	0.900	0.741	0.973
CDKN1A	CDKN2C	4447168	4435124	9606.ENSP00000384849	9606.ENSP00000262662	0	0	0	0	0	0	0.900	0.711	0.969
CDKN2C	CCND2	4435124	4434845	9606.ENSP00000262662	9606.ENSP00000261254	0	0	0	0	0.051	0.142	0.900	0.630	0.965
RB1	CDKN1B	4435747	4433436	9606.ENSP00000267163	9606.ENSP00000228872	0	0	0	0	0.061	0.149	0.900	0.609	0.964
CCNA2	CCNE1	4436109	4435118	9606.ENSP00000274026	9606.ENSP00000262643	0	0	0	0.645	0.393	0.168	0.900	0.773	0.960
CDKN2A	CCND3	4448997	4444072	9606.ENSP00000418915	9606.ENSP00000362082	0	0	0	0	0	0	0.900	0.589	0.957
CDKN2A	CDKN2C	4448997	4435124	9606.ENSP00000418915	9606.ENSP00000262662	0	0	0.223	0.827	0.097	0.294	0.900	0.771	0.941
CCNE1	CCND2	4435118	4434845	9606.ENSP00000262643	9606.ENSP00000261254	0	0	0	0.645	0.064	0.180	0.900	0.770	0.939
CCNE1	CCND1	4435118	4433391	9606.ENSP00000262643	9606.ENSP00000227507	0	0	0	0.670	0.063	0.057	0.900	0.844	0.930
CCND3	CCNE1	4444072	4435118	9606.ENSP00000362082	9606.ENSP00000262643	0	0	0	0.648	0.064	0.057	0.900	0.794	0.930
CCNA2	CCND2	4436109	4434845	9606.ENSP00000274026	9606.ENSP00000261254	0	0	0	0.685	0.062	0.065	0.900	0.772	0.927
CCND2	CCND1	4434845	4433391	9606.ENSP00000261254	9606.ENSP00000227507	0	0	0	0.961	0.061	0	0.900	0.827	0.905
CCND3	CCND1	4444072	4433391	9606.ENSP00000362082	9606.ENSP00000227507	0	0	0	0.943	0.050	0	0.900	0.840	0.905
CCND3	CCND2	4444072	4434845	9606.ENSP00000362082	9606.ENSP00000261254	0	0	0	0.961	0	0	0.900	0.833	0.903
CCNA2	CCND1	4436109	4433391	9606.ENSP00000274026	9606.ENSP00000227507	0	0	0	0.694	0.084	0.065	0.720	0.885	0.809
CCND3	CCNA2	4444072	4436109	9606.ENSP00000362082	9606.ENSP00000274026	0	0	0	0.694	0.062	0.065	0.720	0.799	0.797
CDKN2A	CCNA2	4448997	4436109	9606.ENSP00000418915	9606.ENSP00000274026	0	0	0	0	0.050	0.128	0	0.672	0.705
CDKN2A	CCNE1	4448997	4435118	9606.ENSP00000418915	9606.ENSP00000262643	0	0	0	0	0	0.241	0	0.597	0.681
CCNA2	CDKN2C	4436109	4435124	9606.ENSP00000274026	9606.ENSP00000262662	0	0	0	0	0.121	0.128	0	0.550	0.625
CDKN2C	CCNE1	4435124	4435118	9606.ENSP00000262662	9606.ENSP00000262643	0	0	0	0	0	0.248	0	0.507	0.614
RB1	CDKN2C	4435747	4435124	9606.ENSP00000267163	9606.ENSP00000262662	0	0	0	0	0	0.085	0	0.444	0.469
