#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
MDM4	TP63	4442829	4435488	9606.ENSP00000356150	9606.ENSP00000264731	0	0	0	0	0	0.681	0	0.228	0.744
USP7	ATM	4441344	4436300	9606.ENSP00000343535	9606.ENSP00000278616	0	0	0	0	0.079	0	0	0.725	0.736
CDKN2A	ATM	4448997	4436300	9606.ENSP00000418915	9606.ENSP00000278616	0	0	0	0	0.049	0.080	0	0.711	0.725
RPS14	MDM2	4447293	4434604	9606.ENSP00000385958	9606.ENSP00000258149	0	0	0	0	0	0.379	0	0.563	0.717
RPS19	TP53	4450976	4435880	9606.ENSP00000470972	9606.ENSP00000269305	0	0	0	0	0.087	0.101	0	0.657	0.694
TP73	ATM	4445034	4436300	9606.ENSP00000367545	9606.ENSP00000278616	0	0	0	0	0.062	0.190	0	0.575	0.649
RPS27	MDM2	4443123	4434604	9606.ENSP00000357555	9606.ENSP00000258149	0	0	0	0	0.110	0.379	0	0.398	0.638
ATM	TP63	4436300	4435488	9606.ENSP00000278616	9606.ENSP00000264731	0	0	0	0	0.062	0.190	0	0.483	0.573
CDKN2A	TP73	4448997	4445034	9606.ENSP00000418915	9606.ENSP00000367545	0	0	0	0	0	0	0	0.558	0.558
RPS19	MDM2	4450976	4434604	9606.ENSP00000470972	9606.ENSP00000258149	0	0	0	0	0	0	0	0.556	0.556
CDKN2A	RPL11	4448997	4444414	9606.ENSP00000418915	9606.ENSP00000363676	0	0	0	0	0	0.320	0	0.347	0.536
CDKN2A	CCNG1	4448997	4441445	9606.ENSP00000418915	9606.ENSP00000344635	0	0	0	0	0.058	0.358	0	0.291	0.534
RPL11	MDM4	4444414	4442829	9606.ENSP00000363676	9606.ENSP00000356150	0	0	0	0	0	0.073	0	0.476	0.493
TP73	CCNG1	4445034	4441445	9606.ENSP00000367545	9606.ENSP00000344635	0	0	0	0	0.062	0.416	0	0.140	0.488
RPL5	MDM4	4443502	4442829	9606.ENSP00000359345	9606.ENSP00000356150	0	0	0	0	0	0.131	0	0.412	0.467
RPS10	TP53	4451602	4435880	9606.ENSP00000481646	9606.ENSP00000269305	0	0	0	0	0.058	0.328	0	0.211	0.457
TP73	RPL11	4445034	4444414	9606.ENSP00000367545	9606.ENSP00000363676	0	0	0	0	0	0.294	0	0.250	0.448
RPL5	CCNG1	4443502	4441445	9606.ENSP00000359345	9606.ENSP00000344635	0	0	0	0	0.122	0.186	0	0.286	0.445
RPS27	TP53	4443123	4435880	9606.ENSP00000357555	9606.ENSP00000269305	0	0	0	0	0.153	0.080	0	0.297	0.404
TP73	RPL5	4445034	4443502	9606.ENSP00000367545	9606.ENSP00000359345	0	0	0	0	0	0.294	0	0.190	0.403
